Solution,RMSE
"[0.79034808 0.08981425 0.32569108 0.50199808 0.3347     0.66771368
 0.53458682 0.85830457 0.14815752 0.00396343 0.94488291 0.30186744
 0.27491076 0.32830912 0.6508     0.53765765 0.54884725 0.0942
 0.8153991  0.12954126 0.92149483 0.85985386 0.82642273 0.25434082
 0.3895     0.13708775]",0.04322443595552587
"[0.64404287 0.0251     0.39920263 0.5449     0.39605098 0.6985
 0.59641059 0.84228992 0.15041663 0.0064     0.9788     0.2365
 0.20599451 0.39463547 0.66859068 0.42384794 0.6422     0.0942
 0.87468555 0.2285319  0.8444     0.81577612 0.86150985 0.35215875
 0.44674186 0.12085098]",0.07200935673794762
"[0.67447481 0.07852841 0.36854926 0.50592221 0.28684277 0.6985
 0.6294     0.95627844 0.09188167 0.0064     0.9788     0.22988887
 0.21995747 0.49145946 0.62706689 0.44283806 0.6422     0.14403521
 0.7961     0.26495106 0.79162302 0.8283     0.81278306 0.25645629
 0.4611994  0.1498    ]",0.05881356179335367
"[0.7101     0.05554941 0.30330259 0.5449     0.34961907 0.76935961
 0.66249078 0.9367     0.1972518  0.02363312 0.98773975 0.31344215
 0.29200111 0.50194801 0.62523635 0.5393676  0.6422     0.04085869
 0.74168757 0.08848876 0.8358364  0.8283     0.94084023 0.35540703
 0.38039703 0.08884203]",0.0933279192850197
"[0.76609082 0.02097474 0.3674     0.5449     0.3347     0.65287213
 0.66870591 0.9367     0.1892     0.0145801  0.93805463 0.30243058
 0.28104012 0.46535503 0.66506142 0.58678543 0.6422     0.0990351
 0.7961     0.2718687  0.91913453 0.8673088  0.76433215 0.34948502
 0.33139873 0.06887721]",0.07290626799626121
"[0.72518278 0.0251     0.3674     0.5449     0.40660812 0.6985
 0.62082215 0.8977287  0.10847309 0.0064     0.99689496 0.31038109
 0.17416384 0.45609056 0.6881871  0.5221     0.66259261 0.0942
 0.7551641  0.1788     0.81632823 0.80482264 0.95243961 0.41222703
 0.3660381  0.21269511]",0.08387002721988122
"[0.78335042 0.05025089 0.44713872 0.451661   0.3347     0.62499997
 0.61796725 0.87111076 0.24103067 0.0064     0.96258965 0.19147537
 0.23392187 0.36392648 0.72376842 0.44668689 0.62089826 0.00579049
 0.84631999 0.20600279 0.8444     0.73903042 0.95458817 0.35441428
 0.36909042 0.1498    ]",0.04828060851641651
"[0.74090425 0.06252513 0.34270882 0.51866754 0.3347     0.66249882
 0.59596906 0.9605516  0.21848122 0.0183691  0.97211833 0.2365
 0.25298864 0.4167     0.6044214  0.55100273 0.65285006 0.10947354
 0.80547477 0.20860632 0.8444     0.83649172 0.90442243 0.27483211
 0.38394541 0.1498    ]",0.09101941753786524
"[0.6744427  0.0251     0.39245354 0.52398699 0.38126622 0.65661109
 0.67810349 0.94663679 0.18290377 0.02029329 0.94300195 0.20769546
 0.23287263 0.41458586 0.62267554 0.5221     0.62896821 0.14031413
 0.755353   0.1788     0.8776582  0.8283     0.88033675 0.35296852
 0.3895     0.16165852]",0.09348131609160168
"[0.7101     0.03812767 0.36155249 0.5449     0.37600285 0.70396617
 0.65372536 0.9367     0.1617228  0.00651605 0.94174599 0.2365
 0.2427     0.4167     0.62644239 0.56863308 0.67827068 0.04516153
 0.82430797 0.13563515 0.85312533 0.82966669 0.8912579  0.3239
 0.35459511 0.18164114]",0.058230595903530115
"[0.71811401 0.00779112 0.3674     0.5449     0.3347     0.6740772
 0.60410731 0.9367     0.2168203  0.0064     0.97113503 0.2321442
 0.2427     0.4167     0.6508     0.5221     0.68802769 0.12607899
 0.75971593 0.17987221 0.80466255 0.83696255 0.82148305 0.30438133
 0.36140834 0.16714601]",0.03906379278975684
"[0.7101     0.04491425 0.3544421  0.591038   0.30133676 0.6764868
 0.67059992 0.97822203 0.22922728 0.02161078 0.95274039 0.25266256
 0.23001402 0.43589658 0.6282936  0.47377398 0.6422     0.05756476
 0.77100436 0.1788     0.79754842 0.79418557 0.82259735 0.27617589
 0.3895     0.1498    ]",0.09262482575143759
